celeb,height,weight,h,w,BMI,round(BMI)
Rebecca Romijn9.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
Raquel Welch16.jpg,1.93 m,100 kg,1.93,100,26.84635829,26.85
Paul Dano15.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Kevin Bacon12.jpg,1.78m,80kg,1.78,80,25.2493372,25.25
Kevin Kiley Jr15.jpg,1.93m,122kg,1.93,122,32.75255712,32.75
Raquel Welch19.jpg,1.93 m,100 kg,1.93,100,26.84635829,26.85
Roberto Benigni2.jpg,1.78 m,73 kg,1.78,73,23.0400202,23.04
Richard Burton2.jpg,1.88 m,78 kg,1.88,78,22.06880942,22.07
Mark Ruffalo4.jpg,1.73 m,77 kg,1.73,77,25.72755521,25.73
Logan Lerman5.jpg,1.75m,68kg,1.75,68,22.20408163,22.2
Kirsten Dunst12.jpg,1.68m,54kg,1.68,54,19.13265306,19.13
Kristen Bell18.jpg,1.55m,48kg,1.55,48,19.97918835,19.98
Kim Kardashian West16.jpg,1.59m,56kg,1.59,56,22.15102251,22.15
Marcia Gay Harden16.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Rachel McAdams9.jpg,1.78 m,66 kg,1.78,66,20.83070319,20.83
Randy Quaid15.jpg,1.83 m,73 kg,1.83,73,21.79820239,21.8
Pam Grier1.jpg,1.78 m,80 kg,1.78,80,25.2493372,25.25
Paul Dano3.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Rinko Kikuchi14.jpg,1.73 m,60 kg,1.73,60,20.04744562,20.05
Laura Dern14.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Robert De Niro10.jpg,1.98 m,120 kg,1.98,120,30.60912152,30.61
Richard Harris7.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Olivia Newton-John7.jpg,1.57 m,52 kg,1.57,52,21.09619051,21.1
Mario Lopez3.jpg,1.78 m,79 kg,1.78,79,24.93372049,24.93
Richard E. Grant2.jpg,1.65 m,68 kg,1.65,68,24.97704316,24.98
Lesley Manville16.jpg,1.63m,60kg,1.63,60,22.58270917,22.58
Marisa Tomei9.jpg,1.57 m,54 kg,1.57,54,21.90758246,21.91
Rachel Weisz7.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
Mark Wahlberg1.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Peter Sellers16.jpg,1.80 m,71 kg,1.8,71,21.91358025,21.91
Paris Jackson3.jpg,1.68 m,55 kg,1.68,55,19.48696145,19.49
Mark Hamill11.jpg,1.75 m,70 kg,1.75,70,22.85714286,22.86
Marion Cotillard12.jpg,1.69 m,57 kg,1.69,57,19.95728441,19.96
Olga Kurylenko18.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Rita Moreno12.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Ray Winstone4.jpg,1.93 m,102 kg,1.93,102,27.38328546,27.38
Kevin Kline6.jpg,1.85m,77kg,1.85,77,22.49817385,22.5
Patricia Arquette4.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Klaus Kinski6.jpg,1.65m,61kg,1.65,61,22.40587695,22.41
Lynn Redgrave17.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Paul Scofield11.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Khloe Kardashian15.jpg,1.77m,76kg,1.77,76,24.25867407,24.26
Rachel Riley14.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Lee Grant7.jpg,1.63m,55kg,1.63,55,20.70081674,20.7
Pete Postlethwaite16.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Maria Bello19.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Lily Collins12.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Lili Taylor18.jpg,1.60m,54kg,1.6,54,21.09375,21.09
Robert Pattinson5.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Rebel Wilson16.jpg,1.80 m,59 kg,1.8,59,18.20987654,18.21
Patricia Neal1.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Liam Neeson6.jpg,1.93m,93kg,1.93,93,24.96711321,24.97
Lisa Kudrow3.jpg,1.73m,61kg,1.73,61,20.38156971,20.38
Red Buttons3.jpg,1.60 m,95 kg,1.6,95,37.109375,37.11
Marcello Mastroianni6.jpg,1.80 m,70 kg,1.8,70,21.60493827,21.6
Linda Hamilton5.jpg,1.68m,59kg,1.68,59,20.90419501,20.9
Lynn Redgrave5.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Ray Stevenson9.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Louise Fletcher0.jpg,1.70m,61kg,1.7,61,21.10726644,21.11
LeBron Jamet0.jpg,2.06m,113kg,2.06,113,26.62833443,26.63
Rita Hayworth6.jpg,1.69 m,50 kg,1.69,50,17.50638983,17.51
Peter Ustinov1.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Rinko Kikuchi7.jpg,1.73 m,60 kg,1.73,60,20.04744562,20.05
Mads Mikkelsen12.jpg,1.83m,82kg,1.83,82,24.48565201,24.49
Oprah Winfrey0.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Octavia Spencer15.jpg,1.57 m,82 kg,1.57,82,33.26706966,33.27
Kiefer Sutherland13.jpg,1.75m,75kg,1.75,75,24.48979592,24.49
Mario Lopez10.jpg,1.78 m,79 kg,1.78,79,24.93372049,24.93
R. Kelly2.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Louise Fletcher7.jpg,1.70m,61kg,1.7,61,21.10726644,21.11
Kevin James14.jpg,1.72m,113kg,1.72,113,38.19632234,38.2
Robert Shaw7.jpg,1.79 m,70 kg,1.79,70,21.84700852,21.85
Lucy Liu16.jpg,1.60m,52kg,1.6,52,20.3125,20.31
Patricia Arquette11.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Pam Grier2.jpg,1.78 m,80 kg,1.78,80,25.2493372,25.25
Robert Forster15.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
LeBron Jamet14.jpg,2.06m,113kg,2.06,113,26.62833443,26.63
Kourtney Kardashian7.jpg,1.52m,48kg,1.52,48,20.77562327,20.78
Roberto Benigni0.jpg,1.78 m,73 kg,1.78,73,23.0400202,23.04
Rhys Ifans8.jpg,1.63 m,55 kg,1.63,55,20.70081674,20.7
Richard E. Grant15.jpg,1.65 m,68 kg,1.65,68,24.97704316,24.98
Piper Laurie13.jpg,1.86 m,86 kg,1.86,86,24.85836513,24.86
Kim Novak1.jpg,1.68m,55kg,1.68,55,19.48696145,19.49
Norman Reedus15.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
R. Kelly15.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Margot Robbie6.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Robert Pattinson9.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Kirsten Dunst6.jpg,1.68m,54kg,1.68,54,19.13265306,19.13
Luke Bryan6.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Patricia Neal18.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Parker Posey7.jpg,1.75 m,56 kg,1.75,56,18.28571429,18.29
Liev Schreiber8.jpg,1.92m,84kg,1.92,84,22.78645833,22.79
Paul Scofield9.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Lena Dunham3.jpg,1.60m,63kg,1.6,63,24.609375,24.61
Kristin Scott Thomas17.jpg,1.73m,56kg,1.73,56,18.71094925,18.71
Kevin James11.jpg,1.72m,113kg,1.72,113,38.19632234,38.2
Patricia Arquette16.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Robert Mitchum19.jpg,1.73 m,75 kg,1.73,75,25.05930703,25.06
Robert De Niro0.jpg,1.98 m,120 kg,1.98,120,30.60912152,30.61
Philip Seymour Hoffman14.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Paris Hilton0.jpg,1.73 m,63 kg,1.73,63,21.0498179,21.05
Pierce Brosnan5.jpg,1.77 m,70 kg,1.77,70,22.34351559,22.34
Lance Henriksen14.jpg,1.80m,75kg,1.8,75,23.14814815,23.15
Olivia Wilde4.jpg,1.63 m,52 kg,1.63,52,19.57168128,19.57
Klaus Kinski0.jpg,1.65m,61kg,1.65,61,22.40587695,22.41
Mark Rylance1.jpg,1.82 m,80 kg,1.82,80,24.1516725,24.15
Kurt Russell4.jpg,1.79m,83kg,1.79,83,25.9043101,25.9
Richard Harris19.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Marisa Tomei13.jpg,1.57 m,54 kg,1.57,54,21.90758246,21.91
Linda Hamilton1.jpg,1.68m,59kg,1.68,59,20.90419501,20.9
Lisa Kudrow8.jpg,1.73m,61kg,1.73,61,20.38156971,20.38
Robert Downey Jr3.jpg,1.77 m,83 kg,1.77,83,26.49302563,26.49
Rashida Jones13.jpg,1.68 m,64 kg,1.68,64,22.67573696,22.68
Olympia Dukakis19.jpg,1.71 m,52 kg,1.71,52,17.78324955,17.78
Mandy Moore6.jpg,1.76m,59kg,1.76,59,19.04700413,19.05
Kevin Durant4.jpg,2.06m,109kg,2.06,109,25.68573852,25.69
Liza Minnelli13.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
Paul McCartney13.jpg,1.72 m,86 kg,1.72,86,29.06976744,29.07
Rinko Kikuchi3.jpg,1.73 m,60 kg,1.73,60,20.04744562,20.05
Kristen Stewart10.jpg,1.65m,54kg,1.65,54,19.83471074,19.83
Lee Marvin19.jpg,1.88m,86kg,1.88,86,24.33227705,24.33
Rachel Riley5.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Mario Lopez19.jpg,1.78 m,79 kg,1.78,79,24.93372049,24.93
Maika Dillon Monroe1.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Kim Hunter3.jpg,1.57m,48kg,1.57,48,19.47340663,19.47
Kevin Kline15.jpg,1.85m,77kg,1.85,77,22.49817385,22.5
Philip Seymour Hoffman7.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Rihanna13.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Penelope Cruz3.jpg,1.63 m,59 kg,1.63,59,22.20633069,22.21
Rashida Jones15.jpg,1.68 m,64 kg,1.68,64,22.67573696,22.68
Kim Hunter14.jpg,1.57m,48kg,1.57,48,19.47340663,19.47
Lily Aldridge14.jpg,1.75m,54kg,1.75,54,17.63265306,17.63
Marion Cotillard3.jpg,1.69 m,57 kg,1.69,57,19.95728441,19.96
Liza Minnelli14.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
Piper Perabo14.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Maria Menounos6.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
Maggie Gyllenhaal5.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Mark Hamill16.jpg,1.75 m,70 kg,1.75,70,22.85714286,22.86
Kim Hunter6.jpg,1.57m,48kg,1.57,48,19.47340663,19.47
Linda Fiorentino4.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Olympia Dukakis8.jpg,1.71 m,52 kg,1.71,52,17.78324955,17.78
Paul Newman10.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Lucy Liu9.jpg,1.60m,52kg,1.6,52,20.3125,20.31
Kevin Hart15.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Kevin Hart4.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Rihanna10.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Lady Gaga7.jpg,1.55m,53kg,1.55,53,22.0603538,22.06
Ray Liotta6.jpg,1.63 m,56 kg,1.63,56,21.07719523,21.08
Robert Pattinson11.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Lily Tomlin3.jpg,1.73m,63kg,1.73,63,21.0498179,21.05
Kim Novak0.jpg,1.68m,55kg,1.68,55,19.48696145,19.49
Klaus Kinski14.jpg,1.65m,61kg,1.65,61,22.40587695,22.41
Lenny Kravitz17.jpg,1.75m,70kg,1.75,70,22.85714286,22.86
Kevin Hart8.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Ludacris9.jpg,1.73m,76kg,1.73,76,25.39343112,25.39
Pete Postlethwaite19.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Pete Postlethwaite11.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Paul Scofield15.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Rebel Wilson9.jpg,1.80 m,59 kg,1.8,59,18.20987654,18.21
Noah Mills8.jpg,1.88 m,80 kg,1.88,80,22.63467632,22.63
Rachel Weisz11.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
Pam Grier18.jpg,1.78 m,80 kg,1.78,80,25.2493372,25.25
Maggie Grace17.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
Paddy Considine11.jpg,1.79 m,73 kg,1.79,73,22.78330889,22.78
Rachel McAdams15.jpg,1.78 m,66 kg,1.78,66,20.83070319,20.83
Kurt Russell15.jpg,1.79m,83kg,1.79,83,25.9043101,25.9
Lili Taylor15.jpg,1.60m,54kg,1.6,54,21.09375,21.09
Randy Quaid12.jpg,1.83 m,73 kg,1.83,73,21.79820239,21.8
Nicole Polizzi10.jpg,1.42 m,49 kg,1.42,49,24.30073398,24.3
Rihanna0.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Lady Gaga4.jpg,1.55m,53kg,1.55,53,22.0603538,22.06
Ray Liotta10.jpg,1.63 m,56 kg,1.63,56,21.07719523,21.08
Lupita Nyong o1.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Red Buttons11.jpg,1.60 m,95 kg,1.6,95,37.109375,37.11
Laura Linney5.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Mark Rylance4.jpg,1.82 m,80 kg,1.82,80,24.1516725,24.15
Paul Rudd15.jpg,1.77 m,72 kg,1.77,72,22.98190175,22.98
Luke Bryan10.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Linda Fiorentino10.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Oscar Isaac6.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Paul Dano9.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Klaus Kinski9.jpg,1.65m,61kg,1.65,61,22.40587695,22.41
Mads Mikkelsen3.jpg,1.83m,82kg,1.83,82,24.48565201,24.49
Phil Mickelson6.jpg,1.87 m,100 kg,1.87,100,28.59675713,28.6
Liv Tyler4.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Lili Taylor4.jpg,1.60m,54kg,1.6,54,21.09375,21.09
Rita Moreno11.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Marcello Mastroianni1.jpg,1.80 m,70 kg,1.8,70,21.60493827,21.6
Klaus Kinski1.jpg,1.65m,61kg,1.65,61,22.40587695,22.41
Louis Gossett Jr0.jpg,1.88m,90kg,1.88,90,25.46401086,25.46
Robert Mitchum0.jpg,1.73 m,75 kg,1.73,75,25.05930703,25.06
Reese Witherspoon2.jpg,1.70 m,73 kg,1.7,73,25.25951557,25.26
Nigel Hawthorne4.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Linda Hamilton8.jpg,1.68m,59kg,1.68,59,20.90419501,20.9
Marisa Tomei12.jpg,1.57 m,54 kg,1.57,54,21.90758246,21.91
Lindsay Lohan3.jpg,1.65m,52kg,1.65,52,19.10009183,19.1
Liv Ullmann9.jpg,1.78m,64kg,1.78,64,20.19946976,20.2
Liza Minnelli10.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
Lady Gaga16.jpg,1.55m,53kg,1.55,53,22.0603538,22.06
Marion Cotillard19.jpg,1.69 m,57 kg,1.69,57,19.95728441,19.96
Kristen Wiig9.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Randy Quaid5.jpg,1.83 m,73 kg,1.83,73,21.79820239,21.8
Kyle Richards15.jpg,1.65m,55kg,1.65,55,20.2020202,20.2
Margot Robbie2.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Lesley Manville11.jpg,1.63m,60kg,1.63,60,22.58270917,22.58
Rob Gronkowski5.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
Rita Hayworth10.jpg,1.69 m,50 kg,1.69,50,17.50638983,17.51
Patricia Neal16.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Paul Walker3.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Peter Dinklage4.jpg,1.77 m,73 kg,1.77,73,23.30109483,23.3
Lance Henriksen2.jpg,1.80m,75kg,1.8,75,23.14814815,23.15
Kim Hunter19.jpg,1.57m,48kg,1.57,48,19.47340663,19.47
Mads Mikkelsen10.jpg,1.83m,82kg,1.83,82,24.48565201,24.49
Lupita Nyong o3.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Logan Lerman9.jpg,1.75m,68kg,1.75,68,22.20408163,22.2
Mark Hamill19.jpg,1.75 m,70 kg,1.75,70,22.85714286,22.86
Luke Bryan1.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Paddy Considine1.jpg,1.79 m,73 kg,1.79,73,22.78330889,22.78
Kevin Costner16.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Macy Gray16.jpg,1.83m,66kg,1.83,66,19.70796381,19.71
Louise Fletcher2.jpg,1.70m,61kg,1.7,61,21.10726644,21.11
Renee Zellweger12.jpg,1.56 m,57 kg,1.56,57,23.42209073,23.42
Kim Kardashian West10.jpg,1.59m,56kg,1.59,56,22.15102251,22.15
Laurence Fishburne9.jpg,1.84m,77kg,1.84,77,22.74338374,22.74
Kylie Jenner14.jpg,1.68m,63kg,1.68,63,22.32142857,22.32
Noah Mills0.jpg,1.88 m,80 kg,1.88,80,22.63467632,22.63
Mark Hamill12.jpg,1.75 m,70 kg,1.75,70,22.85714286,22.86
LeBron Jamet19.jpg,2.06m,113kg,2.06,113,26.62833443,26.63
Marcello Mastroianni15.jpg,1.80 m,70 kg,1.8,70,21.60493827,21.6
Paul Dano0.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Liza Minnelli15.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
Robert Duvall17.jpg,1.74 m,78 kg,1.74,78,25.76298058,25.76
Maria Bello18.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Khloe Kardashian7.jpg,1.77m,76kg,1.77,76,24.25867407,24.26
Richard Burton9.jpg,1.88 m,78 kg,1.88,78,22.06880942,22.07
Rebel Wilson10.jpg,1.80 m,59 kg,1.8,59,18.20987654,18.21
Pete Postlethwaite6.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Luke Bryan0.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Perez Hilton13.jpg,1.68 m,58 kg,1.68,58,20.54988662,20.55
Paul Giamatti11.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Mark Ruffalo10.jpg,1.73 m,77 kg,1.73,77,25.72755521,25.73
Macy Gray3.jpg,1.83m,66kg,1.83,66,19.70796381,19.71
Olympia Dukakis0.jpg,1.71 m,52 kg,1.71,52,17.78324955,17.78
Robin Williams14.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Patrick Stewart16.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Paula Patton2.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Kylie Jenner5.jpg,1.68m,63kg,1.68,63,22.32142857,22.32
Kevin Durant7.jpg,2.06m,109kg,2.06,109,25.68573852,25.69
Lewis Hamilton4.jpg,1.74m,68kg,1.74,68,22.46003435,22.46
Kim Basinger0.jpg,1.71m,54kg,1.71,54,18.46722068,18.47
Mariah Carey5.jpg,1.70 m,66 kg,1.7,66,22.83737024,22.84
Laurence Fishburne12.jpg,1.84m,77kg,1.84,77,22.74338374,22.74
Kourtney Kardashian14.jpg,1.52m,48kg,1.52,48,20.77562327,20.78
Maggie Grace2.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
Mariah Carey4.jpg,1.70 m,66 kg,1.7,66,22.83737024,22.84
Paul Walker15.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Lionel Messi13.jpg,1.70m,72kg,1.7,72,24.91349481,24.91
Kevin Bacon3.jpg,1.78m,80kg,1.78,80,25.2493372,25.25
Laurence Fishburne2.jpg,1.84m,77kg,1.84,77,22.74338374,22.74
Lucy Liu6.jpg,1.60m,52kg,1.6,52,20.3125,20.31
Patrick Swayze5.jpg,1.79 m,72 kg,1.79,72,22.47120876,22.47
Lily Collins13.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Mark Strong9.jpg,1.85 m,85 kg,1.85,85,24.83564646,24.84
Liev Schreiber5.jpg,1.92m,84kg,1.92,84,22.78645833,22.79
Robert Downey Jr19.jpg,1.77 m,83 kg,1.77,83,26.49302563,26.49
Leslie Nielsen15.jpg,1.91m,91kg,1.91,91,24.94449165,24.94
Maika Dillon Monroe19.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Maria Bello14.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Klaus Kinski18.jpg,1.65m,61kg,1.65,61,22.40587695,22.41
Parker Posey3.jpg,1.75 m,56 kg,1.75,56,18.28571429,18.29
Olivia Wilde19.jpg,1.63 m,52 kg,1.63,52,19.57168128,19.57
Logan Lerman19.jpg,1.75m,68kg,1.75,68,22.20408163,22.2
Rachel Griffiths16.jpg,1.85 m,91 kg,1.85,91,26.58875091,26.59
Lee Marvin7.jpg,1.88m,86kg,1.88,86,24.33227705,24.33
Laurence Fishburne15.jpg,1.84m,77kg,1.84,77,22.74338374,22.74
Leighton Meester12.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Peter Ustinov10.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Paul Scofield18.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Robin Williams10.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Rebecca Hall10.jpg,1.75 m,102 kg,1.75,102,33.30612245,33.31
LeBron Jamet11.jpg,2.06m,113kg,2.06,113,26.62833443,26.63
Oscar Isaac13.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Kim Basinger1.jpg,1.71m,54kg,1.71,54,18.46722068,18.47
Paul Rudd0.jpg,1.77 m,72 kg,1.77,72,22.98190175,22.98
Richard Dreyfuss5.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Kevin Spacey0.jpg,1.78m,72kg,1.78,72,22.72440348,22.72
Patrick Stewart0.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Robert Mitchum1.jpg,1.73 m,75 kg,1.73,75,25.05930703,25.06
Richard E. Grant4.jpg,1.65 m,68 kg,1.65,68,24.97704316,24.98
olivia holt11.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Rachel Griffiths6.jpg,1.85 m,91 kg,1.85,91,26.58875091,26.59
Logan Lerman4.jpg,1.75m,68kg,1.75,68,22.20408163,22.2
Roberto Benigni6.jpg,1.78 m,73 kg,1.78,73,23.0400202,23.04
Patrick Wilson12.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Kim Novak3.jpg,1.68m,55kg,1.68,55,19.48696145,19.49
Patricia Clarkson17.jpg,1.60 m,58 kg,1.6,58,22.65625,22.66
Maggie Grace16.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
Patricia Neal0.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Richard Farnsworth8.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Laura Marano0.jpg,1.55m,50kg,1.55,50,20.81165453,20.81
Peter Sellers7.jpg,1.80 m,71 kg,1.8,71,21.91358025,21.91
Robin Weigert15.jpg,1.68 m,66 kg,1.68,66,23.38435374,23.38
Kevin Spacey3.jpg,1.78m,72kg,1.78,72,22.72440348,22.72
Reese Witherspoon13.jpg,1.70 m,73 kg,1.7,73,25.25951557,25.26
Ray Winstone14.jpg,1.93 m,102 kg,1.93,102,27.38328546,27.38
Kirsten Dunst14.jpg,1.68m,54kg,1.68,54,19.13265306,19.13
Patrick Swayze3.jpg,1.79 m,72 kg,1.79,72,22.47120876,22.47
Mads Mikkelsen18.jpg,1.83m,82kg,1.83,82,24.48565201,24.49
Queen Latifah5.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Oprah Winfrey14.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Paris Hilton11.jpg,1.73 m,63 kg,1.73,63,21.0498179,21.05
Paul Bettany15.jpg,1.57 m,49 kg,1.57,49,19.8791026,19.88
Kevin Durant11.jpg,2.06m,109kg,2.06,109,25.68573852,25.69
Novak Djokovic18.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Rita Moreno19.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Richard Harris10.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
R. Kelly7.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Parker Posey6.jpg,1.75 m,56 kg,1.75,56,18.28571429,18.29
Liv Ullmann18.jpg,1.78m,64kg,1.78,64,20.19946976,20.2
Kevin Hart10.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Olga Kurylenko4.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Leslie Mann16.jpg,1.69m,56kg,1.69,56,19.60715661,19.61
Richard E. Grant5.jpg,1.65 m,68 kg,1.65,68,24.97704316,24.98
Patrick Stewart17.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Rachel Griffiths18.jpg,1.85 m,91 kg,1.85,91,26.58875091,26.59
Lake Bell7.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Marcello Mastroianni7.jpg,1.80 m,70 kg,1.8,70,21.60493827,21.6
Marlon Brando9.jpg,1.75 m,73 kg,1.75,73,23.83673469,23.84
Richard Burton18.jpg,1.88 m,78 kg,1.88,78,22.06880942,22.07
Roberto Benigni3.jpg,1.78 m,73 kg,1.78,73,23.0400202,23.04
Philip Seymour Hoffman8.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Rachel McAdams18.jpg,1.78 m,66 kg,1.78,66,20.83070319,20.83
Liv Tyler1.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Kevin Costner1.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Pete Postlethwaite13.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Lily Tomlin9.jpg,1.73m,63kg,1.73,63,21.0498179,21.05
Mark Hamill15.jpg,1.75 m,70 kg,1.75,70,22.85714286,22.86
Mark Wahlberg7.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Lily Aldridge11.jpg,1.75m,54kg,1.75,54,17.63265306,17.63
Lena Dunham8.jpg,1.60m,63kg,1.6,63,24.609375,24.61
Kiefer Sutherland8.jpg,1.75m,75kg,1.75,75,24.48979592,24.49
Paris Hilton12.jpg,1.73 m,63 kg,1.73,63,21.0498179,21.05
Queen Latifah17.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Rebel Wilson15.jpg,1.80 m,59 kg,1.8,59,18.20987654,18.21
Phil Mickelson18.jpg,1.87 m,100 kg,1.87,100,28.59675713,28.6
Paul Dano16.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Paddy Considine16.jpg,1.79 m,73 kg,1.79,73,22.78330889,22.78
Luke Wilson6.jpg,1.80m,81kg,1.8,81,25.0,25.0
Robert Duvall0.jpg,1.74 m,78 kg,1.74,78,25.76298058,25.76
Orlando Bloom19.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
